species,collection_no,lithology,specimen ID,part,measurement,mean
Miochlorotettix gibroni,138761,"""shale""",LACMIP 5278,body,length,4.96
Miochlorotettix gibroni,138761,"""shale""",LACMIP 5280,body,width,0.88
Miochlorotettix gibroni,138761,"""shale""",LACMIP 5280,body,length,4.8
Miochlorotettix gibroni,152199,"""shale""",Gibron H1567,body,width,0.88
Miochlorotettix gibroni,152199,"""shale""",Gibron H1567,body,length,3.36
Miochlorotettix gibroni,152201,"""shale""",Gibron H1704,body,width,0.96
Miochlorotettix gibroni,152201,"""shale""",Gibron H1704,body,length,3.6
Miochlorotettix gibroni,152203,"""shale""",Gibron H1801,body,width,0.96
Miochlorotettix gibroni,152203,"""shale""",Gibron H1801,body,length,4
Miochlorotettix kirkbyi,152205,"""shale""",LACMIP 5787,body,width,0.92
Miochlorotettix kirkbyi,152205,"""shale""",LACMIP 5787,body,length,3.68
Miochlorotettix kirkbyi,152209,"""shale""",LACMIP 5788,body,length,3.04
Miocordulia latipennis,140652,mudstone,MCZ 2942,forewing,width,11
Miocordulia latipennis,140652,mudstone,MCZ 2942,forewing,length,35
Miocoris fagi,124680,"""shale""",BMNH In.26939,body,width,3
Miocoris fagi,124680,"""shale""",BMNH In.26939,body,length,12
Miocyphon punctulatus,106384,"""shale""",MCZ 2467,body,length,8
Miodytiscus hirtipes,106381,"""shale""",NA,body,width,15.5
Miodytiscus hirtipes,106381,"""shale""",NA,body,length,24
Mioedipoda reisereri,27179,"""shale""",UCMP 151416,tegmen,length,18.5
Miogeraeus recurrens,113749,not reported,NA,body,length,3.15
Miohebrus anderseni,124223,amber,12893,body,length,3.22
Miohydnocera wolcotti,113749,not reported,NA,body,length,5.35
Mioidionyx stavropolensis,127947,"""shale""",PIN 224/130,hindwing,width,8.1
Mioidionyx stavropolensis,127947,"""shale""",PIN 224/130,hindwing,length,9.8
Miolachnosterna tristoides,106384,"""shale""",MCZ 2569,body,length,7.5
Miolebidia gaura,128551,mudstone,820141,body,width,5
Miolebidia gaura,128551,mudstone,820141,body,length,10.5
Miolithocharis lithographica,124624,"""shale""",USNM 59638,body,width,1.25
Miolithocharis lithographica,124624,"""shale""",USNM 59638,body,length,6.25
Miolocustavus reductus,105007,"""siliciclastic""",PIN 2785/1949,forewing,length,19
Mioloptera stuckenbergi,124428,"""shale""",NM 850,wing,length,26
Miolopterina tenuipennis,124428,"""shale""",NM 909,hindwing,length,28
Mioloptoides andrei,124428,"""shale""",NM 852,forewing,length,27
Miolyta volcania,138944,mudstone,K0147,forewing,length,3.5
Miolyta volcania,138944,mudstone,K0147,body,length,4.9
Miomatoneura angusta,114186,"""shale""",CUP 56/1962,forewing,width,1.58
Miomatoneura angusta,114186,"""shale""",CUP 56/1962,forewing,length,5.5
Miomatoneura candida,114186,"""shale""",CUP 29/1962,forewing,width,1.71
Miomatoneura candida,114186,"""shale""",CUP 29/1962,forewing,length,4.1
Miomatoneura frigida,116535,"""limestone""",PIN 2050/20,forewing,length,7.2
Miomatoneura intermedia,116535,"""limestone""",PIN 2050/23,forewing,length,7.5
Miomatoneura palaeozoica,114187,"""shale""",CUP 156/1962,forewing,width,1.6
Miomatoneura palaeozoica,114187,"""shale""",CUP 156/1962,forewing,length,5.4
Miomatoneura parvula,116803,claystone,PIN 2295/102,forewing,length,6.5
Miomatoneura permica,114186,"""shale""",CUP 27/1962,forewing,width,1.65
Miomatoneura permica,114186,"""shale""",CUP 27/1962,forewing,length,4.75
Miomatoneura rotundata,116535,"""limestone""",PIN 2050/22,forewing,length,7.5
Miomatoneurella americana,124386,mudstone,NMMNH P-36618,forewing,length,5
Miomatoneurella boskovicensis,114186,"""shale""",CUP 40/1962,forewing,width,1.2
Miomatoneurella boskovicensis,114186,"""shale""",CUP 40/1962,forewing,length,4.6
Miomatoneurella reducta,122566,"""siliciclastic""",PIN 676/542,hindwing,width,1.2
Miomatoneurella reducta,122566,"""siliciclastic""",PIN 676/542,hindwing,length,4
Miomatoneurella rossoshana,103502,not reported,PIN 3286/119,forewing,width,2.2
Miomatoneurella rossoshana,103502,not reported,PIN 3286/119,forewing,length,7
Miomeca reducta,104704,"""siliciclastic""",PIN 1197/801,forewing,length,5.5
Miomesamia juliae,152204,"""shale""",LACMIP 5745,body,width,1.05
Miomesamia juliae,152204,"""shale""",LACMIP 5745,body,length,4.45
Miomina riojana,123115,mudstone/sandstone,PULR-I 334b,forewing,width,2.08
Miomina riojana,123115,mudstone/sandstone,PULR-I 334b,forewing,length,8
Miomyia io,125970,amber,NA,wing,length,1.31
Miomyia io,125970,amber,NA,body,length,1.46
Miomyrmex impactus,124680,"""shale""",BMNH In.26831,forewing,length,11
Miomyrmex impactus,124680,"""shale""",BMNH In.26831,body,length,17
Miomyrmex striatus,106384,"""shale""",MCZ 2861,forewing,length,7
Miomyrmex striatus,106384,"""shale""",MCZ 2861,body,width,3
Miomyrmex striatus,106384,"""shale""",MCZ 2861,body,length,10.5
Mionelater planatus,124810,amber,UCMP 12734,body,width,1.4
Mionelater planatus,124810,amber,UCMP 12734,body,length,4.5
Miopetalura orientalis,128553,mudstone,ShaD74/1002,forewing,width,13
Miopetalura orientalis,128553,mudstone,ShaD74/1002,forewing,length,40
Miopetalura shanwangica,128551,mudstone,820013,forewing,length,43.2
Miopetalura shanwangica,128551,mudstone,820013,hindwing,length,40.5
Miophenolia cilipes,113749,not reported,NA,body,length,6
Miophlugis rostratus,122473,amber,NMNH 504426 (Brodzinsky/Lopez-Pena coll),body,length,4.5
Miopieris talboti,127614,lime mudstone,BMNH Armbruster leg. 1928,forewing,width,16
Miopieris talboti,127614,lime mudstone,BMNH Armbruster leg. 1928,forewing,length,22
Miopieris talboti,127614,lime mudstone,BMNH Armbruster leg. 1928,thorax,width,3.9
Miopieris talboti,127614,lime mudstone,BMNH Armbruster leg. 1928,thorax,length,5.1
Miopodagrion optimum,124692,"""shale""",NA,forewing,width,7.5
Miopodagrion optimum,124692,"""shale""",NA,forewing,length,36
Miopodagrion optimum,124692,"""shale""",NA,body,length,51
Miopsyche alexanderi,140652,mudstone,MCZ 2949,forewing,width,6
Miopsyche alexanderi,140652,mudstone,MCZ 2949,forewing,length,2
Miopsyche martynovi,140652,mudstone,MCZ 2950,forewing,width,5
Miopsyche martynovi,140652,mudstone,MCZ 2950,forewing,length,17
Miopsychopsis relictum,125986,"""shale""",PIN 3072/28,forewing,length,40
Miopsychopsis sikhotensis,125987,"""shale""",PIN 3072/27,forewing,length,30
Miopyrestes doxa,138945,mudstone,SK000574,body,width,7.8
Miopyrestes doxa,138945,mudstone,SK000574,body,length,38.5
Miopyrgomorpha fischeri,117252,"""limestone""",GIMETH,body,length,25
Miorhodopygia andancensis,156164,diatomite,MPVR R St B 472,hindwing,width,14
Miorhodopygia andancensis,156164,diatomite,MPVR R St B 472,hindwing,length,38.1
Mioserica margelis,128551,mudstone,830089,body,width,6.2
Mioserica margelis,128551,mudstone,830089,body,length,10.9
Miosolenopsis fossilis,128551,mudstone,820039,forewing,width,2.9
Miosolenopsis fossilis,128551,mudstone,820039,forewing,length,8.6
Miosolenopsis fossilis,128551,mudstone,820039,body,length,14.1
Miostenolestes zherikhini,105571,"""shale""",PIN 254/2169,hindwing,width,8.6
Miostenolestes zherikhini,105571,"""shale""",PIN 254/2169,hindwing,length,37.4
Miostenolestes zherikhini,105571,"""shale""",PIN 254/2169,Body,width,4.6
Miostenolestes zherikhini,105571,"""shale""",PIN 254/2169,Body,length,42
Miostenosis lacordairei,124624,"""shale""",USNM 59663,body,width,2.4
Miostenosis lacordairei,124624,"""shale""",USNM 59663,body,length,7.6
Miota strigata,123959,lime mudstone,NHML I. 9312,forewing,length,2
Mirabythus lechrius,138325,mudstone,CNU-HYM-LB2012105,forewing,length,3.1
Mirabythus lechrius,138325,mudstone,CNU-HYM-LB2012105,body,length,9.2
Mirabythus liae,138325,mudstone,CNU-HYM-LB2012106,forewing,length,2.4
Mirabythus liae,138325,mudstone,CNU-HYM-LB2012106,body,length,6
Miracopteron mirabile,107787,"""siliciclastic""",PU 2/135,wing,width,6
Miracopteron mirabile,107787,"""siliciclastic""",PU 2/135,wing,length,12
Miracorizus punctatus,113360,"""shale""",CNU-HE-NN2006002,hemelytron,width,2.4
Miracorizus punctatus,113360,"""shale""",CNU-HE-NN2006002,hemelytron,length,7.1
Miracorizus punctatus,113360,"""shale""",CNU-HE-NN2006002,body,width,3.2
Miracorizus punctatus,113360,"""shale""",CNU-HE-NN2006002,body,length,9.3
Miracorizus punctatus,113360,"""shale""",CNU-HE-NN2006023,hemelytron,width,2.3
Miracorizus punctatus,113360,"""shale""",CNU-HE-NN2006023,hemelytron,length,7.8
Miracorizus punctatus,113360,"""shale""",CNU-HE-NN2006023,body,width,3.6
Miracorizus punctatus,113360,"""shale""",CNU-HE-NN2006023,body,length,10.9
Miracossus ingentius,106346,siltstone,NIGP 148389,Body,width,15.6
Miracossus ingentius,106346,siltstone,NIGP 148389,Body,length,38
Miracossus ingentius,106346,siltstone,NIGP 148389,forewing,width,14
Miracossus ingentius,106346,siltstone,NIGP 148389,forewing,length,37
Miracossus ingentius,106346,siltstone,NIGP 148390,Body,width,13
Miracossus ingentius,106346,siltstone,NIGP 148390,Body,length,30
Miracossus ingentius,106346,siltstone,NIGP 148390,forewing,width,14
Miracossus ingentius,106346,siltstone,NIGP 148390,forewing,length,36
Miracossus ingentius,138436,mudstone,LB97106,forewing,width,21
Miracossus ingentius,138436,mudstone,LB97106,forewing,length,46
Miracossus ingentius,138436,mudstone,LB97106,body,width,17
Miracossus ingentius,138436,mudstone,LB97106,body,length,36
Miralioma monstrosa,105058,"""siliciclastic""",PIN 1366/152,forewing,length,15
Miralioma urzhumica,103502,not reported,PIN 3286/16,forewing,length,12
Miriholcorpa forcipata,138748,"""shale""",CNU-MEC-NN-2012001,forewing,width,5.5
Miriholcorpa forcipata,138748,"""shale""",CNU-MEC-NN-2012001,forewing,length,16.6
Miriholcorpa forcipata,138748,"""shale""",CNU-MEC-NN-2012001,body,length,32.7
Mirimordella gracilicruralis,111710,mudstone,CNU-C-LB2006201,elytron,length,5.5
Mirimordella gracilicruralis,111710,mudstone,CNU-C-LB2006201,body,length,6.2
Mirivena robusta,113360,"""shale""",CNU-HE-NN2006001,hemelytron,width,3.4
Mirivena robusta,113360,"""shale""",CNU-HE-NN2006001,hemelytron,length,8.7
Mirivena robusta,113360,"""shale""",CNU-HE-NN2006001,body,width,5.4
Mirivena robusta,113360,"""shale""",CNU-HE-NN2006001,body,length,10.9
Miroblatta costalis,157029,"""shale""",IRHNB 15576,tegmen,width,11.3
Miroblatta costalis,157029,"""shale""",IRHNB 15576,tegmen,length,28.5
Miroblatta oberstebrinki,157047,"""shale""",WB 385,tegmen,width,10
Miroblatta oberstebrinki,157047,"""shale""",WB 385,tegmen,length,28
Miroculus laticephalus,111710,mudstone,CNU-HE-LB2006692,body,width,7.7
Miroculus laticephalus,111710,mudstone,CNU-HE-LB2006692,body,length,14.2
Mirorcimbrophlebia daohugouensis,113366,"""shale""",CNU-M-NN2010026,forewing,width,8.2
Mirorcimbrophlebia daohugouensis,113366,"""shale""",CNU-M-NN2010026,forewing,length,36.4
Mirumoperla multinerva,104754,siltstone,PIN 3840/1614,forewing,length,15
Mischoptera nigra,103635,"""shale""",MNHN.F.R51049,forewing,width,20
Mischoptera nigra,103635,"""shale""",MNHN.F.R51049,forewing,length,75
Mischoptera nigra,103635,"""shale""",MNHN.F.R51049,hindwing,length,80
Mischoptera nigra,103635,"""shale""",MNHN.F.R51333,wing,length,75
Mischoptera nigra,103635,"""shale""",MNHN.F.R51333,wing,width,7
Mischoserphus bruesi,106384,"""shale""",MCZ 2059,forewing,length,3.2
Mischoserphus bruesi,106384,"""shale""",MCZ 2059,body,length,5.6
Mischoserphus gracilis,123927,amber,No. 11024,body,length,4.3
Misofaeschnidium densum,123985,lime mudstone,BSPGM I.1032,forewing,length,45
Misofaeschnidium densum,106402,lime mudstone,SMNS 62661,forewing,width,16.6
Misofaeschnidium densum,106402,lime mudstone,SMNS 62661,forewing,length,44.1
Misofaeschnidium densum,106402,lime mudstone,SMNS 62661,hindwing,width,16
Misofaeschnidium densum,106402,lime mudstone,SMNS 62661,hindwing,length,42
Misofaeschnidium densum,133578,lime mudstone,BaJ 1404,hindwing,width,16.1
Misofaeschnidium densum,133578,lime mudstone,BaJ 1404,hindwing,length,46.5
Misofaeschnidium densum,133578,lime mudstone,BaJ 1404,forewing,width,11.6
Misofaeschnidium densum,133578,lime mudstone,BaJ 1404,forewing,length,44.5
Misofaeschnidium densum,133578,lime mudstone,BaJ 1404,Body,width,4.5
Misofaeschnidium densum,133578,lime mudstone,BaJ 1404,Body,length,60.8
Misthodotes biguttatus,111219,"""limestone""",YPM 1122,hindwing,width,4.3
Misthodotes biguttatus,111219,"""limestone""",YPM 1122,hindwing,length,11.5
Misthodotes delicatulus,111219,"""limestone""",YPM 1014,hindwing,width,2
Misthodotes delicatulus,111219,"""limestone""",YPM 1014,hindwing,length,6
Misthodotes delicatulus,111219,"""limestone""",YPM 1014,body,length,7.6
Misthodotes delicatulus,111219,"""limestone""",YPM 1014,body,width,1.7
Misthodotes dubius,104754,siltstone,PIN 3840/1706,forewing,length,6
Misthodotes edmundsi,104824,lime mudstone,MCZ 5184,hindwing,width,3.5
Misthodotes edmundsi,104824,lime mudstone,MCZ 5184,hindwing,length,10
Misthodotes edmundsi,104824,lime mudstone,MCZ 5194,hindwing,width,3.5
Misthodotes edmundsi,104824,lime mudstone,MCZ 5194,hindwing,length,10
Misthodotes edmundsi,104824,lime mudstone,MCZ 313,hindwing,width,3
Misthodotes edmundsi,104824,lime mudstone,MCZ 313,hindwing,length,9
Misthodotes obtusus,21979,"""limestone""",Sellards obtusus type,wing,width,4
Misthodotes obtusus,21979,"""limestone""",Sellards obtusus type,wing,length,12
Misthodotes obtusus,111320,"""limestone""",MCZ 4386,forewing,length,10
Misthodotes obtusus,111219,"""limestone""",YPM 1100,forewing,width,4.3
Misthodotes obtusus,111219,"""limestone""",YPM 1100,forewing,length,11.1
Misthodotes obtusus,111219,"""limestone""",YPM 1100,hindwing,width,3.9
Misthodotes obtusus,111219,"""limestone""",YPM 1100,hindwing,length,10.6
Misthodotes obtusus,111219,"""limestone""",YPM 1100,body,width,3
Misthodotes obtusus,111219,"""limestone""",YPM 1100,body,length,13.5
Misthodotes obtusus,111219,"""limestone""",YPM 5470,hindwing,width,3.5
Misthodotes obtusus,111219,"""limestone""",YPM 5470,hindwing,length,10
Misthodotes obtusus,111219,"""limestone""",YPM 5471,hindwing,width,3.5
Misthodotes obtusus,111219,"""limestone""",YPM 5471,hindwing,length,10
Misthodotes ovalis,111219,"""limestone""",YPM 1118,forewing,width,5
Misthodotes ovalis,111219,"""limestone""",YPM 1118,forewing,length,15
Misthodotes sharovi,108206,"""siliciclastic""",PIN 1700/388,forewing,width,4.5
Misthodotes sharovi,108206,"""siliciclastic""",PIN 1700/388,forewing,length,12
Misthodotes sharovi,108206,"""siliciclastic""",PIN 1700/388,body,length,15
Misthodotes sharovi,108206,"""siliciclastic""",PIN 1700/3209,forewing,width,3.8
Misthodotes sharovi,108206,"""siliciclastic""",PIN 1700/3209,forewing,length,9
Misthodotes sharovi,108206,"""siliciclastic""",PIN 1700/3209,body,length,9
Misthodotes stapfi,139349,mudstone,NA,forewing,width,6.1
Misthodotes stapfi,139349,mudstone,NA,forewing,length,15
Misthodotes stapfi,139349,mudstone,NA,body,length,20
Misthodotes stapfi,139349,mudstone,NA,forewing,width,5.5
Misthodotes stapfi,139349,mudstone,NA,forewing,length,13
Misthodotes tshernovae,104754,siltstone,PIN 3840/1534,forewing,width,3
Misthodotes tshernovae,104754,siltstone,PIN 3840/1534,forewing,length,8
Misthodotes visherensis,117254,not reported,PU VM/1,hindwing,width,3.9
Misthodotes visherensis,117254,not reported,PU VM/1,hindwing,length,12.5
Misthodotes zalesskyi,108206,"""siliciclastic""",PIN 1700/389,forewing,width,5
Misthodotes zalesskyi,108206,"""siliciclastic""",PIN 1700/389,forewing,length,15
Mitchelloneura permiana,112125,mudstone,John Mitchell Coll. Holotype,hindwing,width,7.5
Mitchelloneura permiana,112125,mudstone,John Mitchell Coll. Holotype,hindwing,length,17
Mitinovia dubia,124601,"""siliciclastic""",PIN 1404/1,hindwing,width,10
Mitinovia dubia,124601,"""siliciclastic""",PIN 1404/1,hindwing,length,21.5
Mitophlebia enormis,106088,"""siliciclastic""",PIN 2555/641,wing,length,43
Mixophlebia mixta,106088,"""siliciclastic""",PIN 2555/625,wing,length,57
Mixophlebia mixta,105007,"""siliciclastic""",PIN 2785/8,forewing,width,12.7
Mixophlebia mixta,105007,"""siliciclastic""",PIN 2785/8,forewing,length,50.1
Mixorthezia dominicana,122982,amber,AMNH DR19-1,body,width,0.77
Mixorthezia dominicana,122982,amber,AMNH DR19-1,body,length,1.28
Mixorthezia kozari,122982,amber,AMNH DR-14-310,body,width,0.76
Mixorthezia kozari,122982,amber,AMNH DR-14-310,body,length,0.81
Mnasthaia arverniorum,123436,diatomite,MNHN-LP.R 63851,tegmen,length,10.5
Mnasthaia arverniorum,123436,diatomite,MNHN-LP.R 63851,body,length,15
Mochlomelikertes hoffeinsorum,123419,amber,CCHH 1766-1,forewing,length,6.75
Mochlomelikertes hoffeinsorum,123419,amber,CCHH 1766-1,body,width,2.18
Mochlomelikertes hoffeinsorum,123419,amber,CCHH 1766-1,body,length,8
Mochlonyx secundus,120814,amber,NA,wing,length,2.1
Mochlonyx secundus,120814,amber,NA,body,length,4.1
Modihagla ovalis,105007,"""siliciclastic""",PIN 2785/2340,tegmen,length,29
Mogsonomus tophus,114661,mudstone,PIN 3084/13,wing,length,2.4
Mogsonomus tophus,114661,mudstone,PIN 3084/13,body,length,3
Mogsonus cerasius,114661,mudstone,PIN 3084/5,forewing,width,0.6
Mogsonus cerasius,114661,mudstone,PIN 3084/5,forewing,length,1.5
Mogsonus cerasius,114661,mudstone,NA,hindwing,width,0.4
Mogsonus cerasius,114661,mudstone,NA,hindwing,length,1.3
Molanna derosa,110536,"mudstone/""limestone""",USNM 70809,forewing,length,5
Molanna megategulae,123757,amber,NA,forewing,length,8
Molercordulia karinae,105202,diatomite,SMNS 66121,hindwing,width,9.5
Molercordulia karinae,105202,diatomite,SMNS 66121,hindwing,length,28
Molercordulia karinae,105202,diatomite,SMNS 66121,thorax,width,6.3
Moleropterix kalbei,152260,claystone,KU-NHM-ENT FFD-002,forewing,width,3
Moleropterix kalbei,152260,claystone,KU-NHM-ENT FFD-002,forewing,length,7.5
Mollitrichosiphum rubusensis,122985,mudstone,MPV-79-RM,body,length,3.1
Moltenia rieki,23142,"""shale""",PRE/F 10438,forewing,width,3.5
Moltenia rieki,23142,"""shale""",PRE/F 10438,forewing,length,8
Moltenocupes townrowi,151912,"""siliciclastic""",BMNH In 59334,body,length,23
Moltenocupes townrowi,151912,"""siliciclastic""",BMNH In 59334,body,width,10
Monanthia flexuosa,117612,marl,NA,body,width,1.3
Monanthia flexuosa,117612,marl,NA,body,length,3.6
Monanthia flexuosa,117612,marl,NA,body,width,1.5
Monanthia flexuosa,117612,marl,NA,body,length,3
Monanthia veterna,106384,"""shale""",2349,body,width,1.3
Monanthia veterna,106384,"""shale""",2349,body,length,2.85
Monardia impellucida,113621,amber,UA-628,body,length,0.67
Monardia impellucida,113621,amber,UA-628,wing,width,0.3
Monardia impellucida,113621,amber,UA-628,wing,length,0.74
Mongolagrion shartegensis,104748,mudstone,PIN 4270/861,wing,width,4
Mongolagrion shartegensis,104748,mudstone,PIN 4270/861,wing,length,20
Mongolblatta accurata,119619,mudstone,PIN 4270/1849,forewing,width,3.9
Mongolblatta accurata,119619,mudstone,PIN 4270/1849,forewing,length,10
Mongolblatta sanguinea,105968,not reported,PIN 4626/154,tegmen,width,3.3
Mongolblatta sanguinea,105968,not reported,PIN 4626/154,tegmen,length,8
Mongoliaeshna exiguusens,125656,mudstone,CNU-ODO-NN2011002,hindwing,width,13.3
Mongoliaeshna exiguusens,125656,mudstone,CNU-ODO-NN2011002,hindwing,length,44.3
Mongoliaeshna hadrens,125656,mudstone,CNU-ODO-NN2011001,forewing,width,12.8
Mongoliaeshna hadrens,125656,mudstone,CNU-ODO-NN2011001,forewing,length,48
Mongoliaeshna hadrens,125656,mudstone,CNU-ODO-NN2011001,hindwing,width,16
Mongoliaeshna hadrens,125656,mudstone,CNU-ODO-NN2011001,hindwing,length,47.6
Mongoliaeshna sinica,125655,mudstone,NIGP 140800,forewing,width,11.3
Mongoliaeshna sinica,125655,mudstone,NIGP 140800,forewing,length,45
Mongoliaeshna sinica,125655,mudstone,NIGP 140800,head,width,3
Mongoliaeshna sinica,125655,mudstone,NIGP 140800,head,length,2.8
Mongoliaeshna sinica,125655,mudstone,NIGP 140800,thorax,width,6
Mongoliaeshna sinica,125655,mudstone,NIGP 140800,thorax,length,8
Mongoliaeshna sinica,125655,mudstone,NIGP 140800,hindwing,width,14.3
Mongoliaeshna sinica,125655,mudstone,NIGP 140800,hindwing,length,50.4
Mongolianus callidus,97602,"""siliciclastic""",PIN 4305/257,wing,length,70
Mongolianus callidus,97602,"""siliciclastic""",PIN 4305/258,wing,length,65
Mongoligena curta,103657,"""siliciclastic""",PIN 3559/5771,elytron,length,8
Mongoligena curta,103657,"""siliciclastic""",PIN 3559/5771,body,width,4.9
Mongoligena curta,103657,"""siliciclastic""",PIN 3559/5771,body,length,13.2
Mongoligena popovi,103657,"""siliciclastic""",PIN 3559/5775,elytron,length,8
Mongoligena popovi,103657,"""siliciclastic""",PIN 3559/5775,body,width,5
Mongoligena popovi,103657,"""siliciclastic""",PIN 3559/5775,body,length,12.4
Mongoligena vulgata,103657,"""siliciclastic""",PIN 3559/5766,elytron,length,9.6
Mongoligena vulgata,103657,"""siliciclastic""",PIN 3559/5766,body,width,5.3
Mongoligena vulgata,103657,"""siliciclastic""",PIN 3559/5766,body,length,14
Mongolobittacus daohugouensis,113371,"""shale""",NIGP 133709,forewing,width,3.2
Mongolobittacus daohugouensis,113371,"""shale""",NIGP 133709,forewing,length,11.1
Mongolobittacus daohugouensis,113371,"""shale""",NIGP 133709,hindwing,width,2.7
Mongolobittacus daohugouensis,113371,"""shale""",NIGP 133709,hindwing,length,9.5
Mongolobrenthorrhinus pusillus,103657,"""siliciclastic""",PIN 3559/6487,body,length,2.5
Mongolobuprestis gratiosus,103657,"""siliciclastic""",PIN 3559/2283,elytron,length,7.5
Mongolobuprestis gratiosus,103657,"""siliciclastic""",PIN 3559/2283,body,width,4.2
Mongolobuprestis gratiosus,103657,"""siliciclastic""",PIN 3559/2283,body,length,10.9
Mongolocar orcinus,103273,marl,PIN 4271/289,body,length,5.8
Mongolocar orcinus,103273,marl,PIN 4271/289,elytron,length,3.9
Mongologenites laqueatus,104054,mudstone,PIN 3152/2113,wing,length,18
Mongologenites laqueatus,104054,mudstone,PIN 3152/2113,body,length,17.5
Mongologryllus martynovi,103657,"""siliciclastic""",PIN 3559/5759,elytron,width,5.5
Mongologryllus martynovi,103657,"""siliciclastic""",PIN 3559/5759,elytron,length,13
Mongolohagla unicolor,119621,"""siliciclastic""",PIN 3792/83,tegmen,length,45
Mongoloidelia gorochovi,97602,"""siliciclastic""",PIN 4305/2,wing,width,12.5
Mongoloidelia gorochovi,97602,"""siliciclastic""",PIN 4305/2,wing,length,36
Mongolojurina altaica,114615,claystone,PIN 3791/1559,forewing,width,1.5
Mongolojurina altaica,114615,claystone,PIN 3791/1559,forewing,length,4.5
Mongolomyia latitarsis,122332,"""shale""/sandstone",PIN 3149/1514,wing,length,3.8
Mongolomyia latitarsis,122332,"""shale""/sandstone",PIN 3149/1514,body,length,5.5
Mongolomyia latitarsis,122332,"""shale""/sandstone",PIN 3149/1516,wing,length,3
Mongolomyia latitarsis,122332,"""shale""/sandstone",PIN 3149/1516,body,length,3.6
Mongolomyia latitarsis,122332,"""shale""/sandstone",PIN 3149/1522,body,length,4.5
Mongolonemoura inversa,104748,mudstone,PIN 4270/285,forewing,width,4.5
Mongolonemoura inversa,104748,mudstone,PIN 4270/285,forewing,length,9
Mongolopermula adunca,97602,"""siliciclastic""",PIN 4305/339,wing,length,32.5
Mongolospeculum minutum,103657,"""siliciclastic""",PIN 3559/595,elytron,width,2.5
Mongolospeculum minutum,103657,"""siliciclastic""",PIN 3559/595,elytron,length,7
Mongolovoliopus sonorus,114615,claystone,PIN 3791/1512,tegmen,length,50
Mongoloxya ponomarenkoi,119619,mudstone,PIN 3559/8371,tegmen,length,15
Mongoma cruciferella,123959,lime mudstone,BMNH I. 8635,wing,length,5
Mongoma cruciferella,21976,lime mudstone,BMNH I.17259,wing,length,6
Mongoma pallescens,123959,lime mudstone,BMNH I.8898,wing,length,4
Mongonecta indistincta,104054,mudstone,PIN 3152/2544,tegmen,length,5
Mongonecta indistincta,104054,mudstone,PIN 3152/2544,body,width,3
Mongonecta indistincta,104054,mudstone,PIN 3152/2544,body,length,6
Monochamoides willershauensis,109196,marl,GZG 15149,body,length,26
Monocoris membranaceus,104054,mudstone,PIN 3152/1208,wing,length,3
Monocoris membranaceus,104054,mudstone,PIN 3152/1208,body,width,1.5
Monocoris membranaceus,104054,mudstone,PIN 3152/1208,body,length,4
Monocrepidius dubiosus,113749,not reported,NA,elytron,length,2.65
Monocrepidius dubiosus,113749,not reported,NA,body,length,4.5
Monodactyloides curtipennis,105536,siltstone/marl,PIN 1989/2548,forewing,width,2
Monodactyloides curtipennis,105536,siltstone/marl,PIN 1989/2548,forewing,length,6.5
Monodactyloides curtipennis,105536,siltstone/marl,PIN 1989/2548,hindwing,length,9.2
Monodactyloides curtipennis,105536,siltstone/marl,PIN 1989/2548,body,length,11.5
Monodontomerus primaevus,123927,amber,NA,body,length,4
Monohammus orientalis,113685,diatomite,Coll. Piton 771,body,width,9.5
Monohammus orientalis,113685,diatomite,Coll. Piton 771,body,length,27
Mononeura angustipennis,105087,"""siliciclastic""",PIN 371/482,forewing,width,0.8
Mononeura angustipennis,105087,"""siliciclastic""",PIN 371/482,forewing,length,2.5
Mononychites punctipennis,114060,"lignite/""shale""",G 55/138,elytron,width,3
Mononychites punctipennis,114060,"lignite/""shale""",G 55/138,elytron,length,6
Mononychites rotundatus,114060,"lignite/""shale""",G 55/136,elytron,width,2.5
Mononychites rotundatus,114060,"lignite/""shale""",G 55/136,elytron,length,5.1
Mononychites rotundatus,114060,"lignite/""shale""",G 55/137,elytron,length,4.5
Mononychites rotundatus,114060,"lignite/""shale""",G 55/137,elytron,width,3
Monophlebus simplex,106384,"""shale""",7561,body,width,1
Monophlebus simplex,106384,"""shale""",7561,body,length,3.25
Monophlebus simplex,106384,"""shale""",7561,wing,width,0.8
Monophlebus simplex,106384,"""shale""",7561,wing,length,2.5
Monopibaltia ignitella,123419,amber,Lep Succ 11 DEI/AWS,forewing,length,5
Monsteropterum moravicum,114186,"""shale""",DPCU 5/1972,body,width,14.6
Monsteropterum moravicum,114186,"""shale""",DPCU 5/1972,body,length,47.6
Monstrocoreus quadrimaculatus,105971,siltstone,PIN 2066/3820,hemelytron,length,11.2
Monstrocoreus quadrimaculatus,105971,siltstone,PIN 2066/3820,body,width,4.2
Monstrocoreus quadrimaculatus,105971,siltstone,PIN 2066/3820,body,length,18
Monstrotitan monstruosa,104754,siltstone,PIN 3840/504,hindwing,length,41
Monticupes fentaiensis,106965,mudstone,BL92208,elytron,width,1.05
Monticupes fentaiensis,106965,mudstone,BL92208,elytron,length,3.7
Monticupes fentaiensis,106965,mudstone,BL92208,body,width,2
Monticupes fentaiensis,106965,mudstone,BL92208,body,length,6
Monticupes surrectus,106965,mudstone,BL92086,elytron,width,1
Monticupes surrectus,106965,mudstone,BL92086,elytron,length,4
