species,collection_no,lithology,specimen ID,part,measurement,mean
Monticupes surrectus,106965,mudstone,BL92086,body,width,2.2
Monticupes surrectus,106965,mudstone,BL92086,body,length,6.3
Montralia muelleri,149852,dolomite,MGSB F403,forewing,width,28
Montralia muelleri,149852,dolomite,MGSB F403,forewing,length,69
Montsecanomalus (Hispanocarodes) hispanicus,104052,lime mudstone,LC-4669-IEI,body,length,3.3
Montsecanomalus (Montsecanomalus) sorianoi,104052,lime mudstone,IEI LC-3005,body,length,2.8
Montsecbelus solutus,118325,"""limestone""",NHM In 59510,body,length,6.5
Montsecbelus solutus,118325,"""limestone""",NHM In 59510,rostrum,length,3.5
Montsecbelus solutus,118325,"""limestone""",NHM In 59510,femur,length,1.5
Montsecephialtites zherikhini,152691,lime mudstone,LC-033-EP,forewing,length,5.9
Montsecephialtites zherikhini,152691,lime mudstone,LC-033-EP,body,length,8.8
Montsecia martinezdelclosi,152690,"""limestone""",UB LP-043-XMD-A/B,body,length,5
Montsecia martinezdelclosi,152690,"""limestone""",UB LP-043-XMD-A/B,wing,width,1.1
Montsecia martinezdelclosi,152690,"""limestone""",UB LP-043-XMD-A/B,wing,length,3
Montsecocossus sirerae,152684,"""limestone""",NA,forewing,width,25
Montsecocossus sirerae,152684,"""limestone""",NA,forewing,length,39
Montsecocossus sirerae,152684,"""limestone""",NA,forewing,length,41
Montsecosphex jarzembowskii,123437,"""limestone""",LP-4132-IEI,body,length,17.5
Montsecosphex jarzembowskii,123437,"""limestone""",LP-4132-IEI,forewing,length,11.5
Moravamylacris kukalovae,114186,"""shale""",KUP 13,tegmen,width,6.3
Moravamylacris kukalovae,114186,"""shale""",KUP 13,tegmen,length,15.7
Moravamylacris kukalovae,114186,"""shale""",KUP 32,tegmen,width,7.1
Moravamylacris kukalovae,114186,"""shale""",KUP 32,tegmen,length,17.7
Moravamylacris kukalovae,114186,"""shale""",KUP 178,tegmen,width,8
Moravamylacris kukalovae,114186,"""shale""",KUP 178,tegmen,length,21.2
Moravamylacris kukalovae,114186,"""shale""",KUP 15,tegmen,width,7
Moravamylacris kukalovae,114186,"""shale""",KUP 15,tegmen,length,17.2
Moravamylacris kukalovae,114186,"""shale""",KUP 14,tegmen,width,6.1
Moravamylacris kukalovae,114186,"""shale""",KUP 14,tegmen,length,13.3
Moravamylacris kukalovae,114186,"""shale""",KUP 38,tegmen,width,7.2
Moravamylacris kukalovae,114186,"""shale""",KUP 38,tegmen,length,16.8
Moravamylacris kukalovae,114186,"""shale""",KUP 174,tegmen,width,8
Moravamylacris kukalovae,114186,"""shale""",KUP 174,tegmen,length,14.8
Moravamylacris kukalovae,114186,"""shale""",KUP 45,tegmen,width,7.8
Moravamylacris kukalovae,114186,"""shale""",KUP 45,tegmen,length,13.5
Moravamylacris kukalovae,114186,"""shale""",KUP 10,tegmen,width,9.2
Moravamylacris kukalovae,114186,"""shale""",KUP 10,tegmen,length,16.5
Moravamylacris kukalovae,114186,"""shale""",KUP 65,tegmen,width,8.1
Moravamylacris kukalovae,114186,"""shale""",KUP 65,tegmen,length,17.8
Moravamylacris kukalovae,114186,"""shale""",KUP 2,tegmen,width,7.7
Moravamylacris kukalovae,114186,"""shale""",KUP 2,tegmen,length,16.7
Moravamylacris ricanyensis,114141,claystone,KUP 176,tegmen,width,7.5
Moravamylacris ricanyensis,114141,claystone,KUP 176,tegmen,length,22.5
Moravamylacris ricanyensis,114141,claystone,KUP 177,tegmen,width,10
Moravamylacris ricanyensis,114141,claystone,KUP 149,tegmen,length,18.5
Moravia convergens,114186,"""shale""",DPCU 1/1965,forewing,width,15
Moravia convergens,114186,"""shale""",DPCU 1/1965,forewing,length,38
Moravia convergens,114186,"""shale""",DPCU 3/1965,hindwing,width,20
Moravia convergens,114186,"""shale""",DPCU 3/1965,hindwing,length,43
Moravia convergens,114186,"""shale""",DPCU 2/1976,forewing,width,15
Moravia convergens,114186,"""shale""",DPCU 2/1976,forewing,length,26
Moravia grandis,104819,lime mudstone,MCZ 8647,hindwing,width,48
Moravia grandis,104819,lime mudstone,MCZ 8647,hindwing,length,90
Moravochorista carolina,114186,"""shale""",CUP 29/1989,forewing,length,11.5
Moravocoleus perditus,114186,"""shale""",Charles University 14/1968,elytron,width,1.1
Moravocoleus perditus,114186,"""shale""",Charles University 14/1968,elytron,length,4.2
Moravocoleus permianus,114186,"""shale""",Charles University 1/1968,elytron,width,2.8
Moravocoleus permianus,114186,"""shale""",Charles University 1/1968,elytron,length,7
Moravocoleus permianus,114186,"""shale""",Charles University 11/1968,elytron,width,1.3
Moravocoleus permianus,114186,"""shale""",Charles University 11/1968,elytron,length,5.5
Moravohymen vitreus,114186,"""shale""",DPCU 4/1972,hindwing,width,6.9
Moravohymen vitreus,114186,"""shale""",DPCU 4/1972,hindwing,length,21
Moravoptera hladilovae,117144,claystone,Ge 29875,hindwing,width,2.2
Moravoptera hladilovae,117144,claystone,Ge 29875,hindwing,length,8.6
Moravoscelio bednariki,154314,amber,NA,forewing,width,0.22
Moravoscelio bednariki,154314,amber,NA,forewing,length,0.67
Moravoscelio bednariki,154314,amber,NA,body,length,0.84
Morazatermes krishnai,108769,amber,MCNA 12621,forewing,width,3.37
Morazatermes krishnai,108769,amber,MCNA 12621,forewing,length,8.69
Morazatermes krishnai,108769,amber,MCNA 12621,hindwing,width,4.36
Morazatermes krishnai,108769,amber,MCNA 12621,hindwing,length,8.46
Morda mora,119397,not reported,PIN 3063/732,body,width,0.8
Morda mora,119397,not reported,PIN 3063/732,body,length,3
Morda mora,119397,not reported,PIN 3063/733,body,width,0.8
Morda mora,119397,not reported,PIN 3063/733,body,length,2.8
Mordella inclusa,147349,amber,NA,elytron,width,0.8
Mordella inclusa,147349,amber,NA,elytron,length,3
Mordella inclusa,147349,amber,NA,body,width,1.6
Mordella inclusa,147349,amber,NA,body,length,4
Mordella indata,122010,"""shale""",NA,body,length,5.4
Mordella indata,122010,"""shale""",NA,elytron,length,3
Mordella lapidicola,106380,"""shale""",YPM 9,elytron,length,1.75
Mordella nigrapilosa,122010,"""shale""",NA,body,length,9
Mordella nigrapilosa,122010,"""shale""",NA,elytron,width,1.7
Mordella nigrapilosa,122010,"""shale""",NA,elytron,length,6
Mordella priscula,122749,"""shale""",USNM 69183,body,length,3
Mordella stygia,106384,"""shale""",MCZ 2689,elytron,length,3.2
Mordella stygia,106384,"""shale""",MCZ 2689,body,length,4.35
Mordellistena nearctia,113749,not reported,NA,body,length,3.25
Mordellistena protogaea,113749,not reported,NA,body,length,3.85
Mordellistena scudderiana,113749,not reported,NA,body,length,4.9
Mordellistena smithiana,113749,not reported,NA,body,length,3.4
Morphna paleo,152011,"""siliciclastic""",PIN 5142/12,tegmen,width,9
Morphna paleo,152011,"""siliciclastic""",PIN 5142/12,tegmen,length,23
Morsagrion ansorgei,157037,diatomite,MOA 770,wing,width,6.3
Morsagrion ansorgei,157037,diatomite,MOA 770,wing,length,29.8
Mourloniella solenhofensis,123985,lime mudstone,NA,elytron,width,3.5
Mourloniella solenhofensis,123985,lime mudstone,NA,elytron,length,7
Moyamyia limigena,106381,"""shale""",AMNH 26494,wing,length,3
Moyamyia limigena,106381,"""shale""",AMNH 26494,body,length,5
Muchoria reducta,105017,"""siliciclastic""",PIN 3000/1023,forewing,width,3
Muchoria reducta,105017,"""siliciclastic""",PIN 3000/1023,forewing,length,12.5
Muelleroblatta camerata,124244,not reported,Bergschule Sarbrucken 7d Aa 35,tegmen,width,10
Muelleroblatta camerata,124244,not reported,Bergschule Sarbrucken 7d Aa 35,tegmen,length,20
Multimodus bureensis,118912,not reported,PIN 2708/3,forewing,width,5.5
Multimodus bureensis,118912,not reported,PIN 2708/3,forewing,length,16.5
Multimodus dissitus,107001,mudstone,CH93072,forewing,width,3
Multimodus dissitus,107001,mudstone,CH93072,forewing,length,10.5
Multimodus elongatus,107001,mudstone,CH93054,forewing,width,3.5
Multimodus elongatus,107001,mudstone,CH93054,forewing,length,10
Multimodus incompletus,105536,siltstone/marl,PIN 1989/1511,forewing,width,4.5
Multimodus incompletus,105536,siltstone/marl,PIN 1989/1511,forewing,length,11
Multimodus insperatus,105536,siltstone/marl,PIN 1989/101,forewing,width,4.3
Multimodus insperatus,105536,siltstone/marl,PIN 1989/101,forewing,length,11.5
Multimodus longirameus,105536,siltstone/marl,PIN 1989/120,forewing,width,5.1
Multimodus longirameus,105536,siltstone/marl,PIN 1989/120,forewing,length,12
Multimodus maculatus,105536,siltstone/marl,PIN 1989/164,forewing,width,4
Multimodus maculatus,105536,siltstone/marl,PIN 1989/164,forewing,length,11.7
Multimodus martynovae,105536,siltstone/marl,PIN 1989/111,forewing,width,4.7
Multimodus martynovae,105536,siltstone/marl,PIN 1989/111,forewing,length,14.2
Multimodus obscurus,105536,siltstone/marl,PIN 1989/119,forewing,width,4.3
Multimodus obscurus,105536,siltstone/marl,PIN 1989/119,forewing,length,13.8
Multimodus parcus,121711,"""siliciclastic""",PIN 3559/3908,wing,width,5
Multimodus parcus,121711,"""siliciclastic""",PIN 3559/3908,wing,length,13
Multimodus parcus,121711,"""siliciclastic""",PIN 3559/3908,body,length,18
Multimodus pedunculatus,105536,siltstone/marl,PIN 1989/170,forewing,width,4.2
Multimodus pedunculatus,105536,siltstone/marl,PIN 1989/170,forewing,length,11.3
Multimodus perillustris,150495,not reported,PIN 4208/42,forewing,width,3
Multimodus perillustris,150495,not reported,PIN 4208/42,forewing,length,11.5
Multimodus picturatus,105536,siltstone/marl,PIN 1989/116,forewing,width,5.2
Multimodus picturatus,105536,siltstone/marl,PIN 1989/116,forewing,length,13.5
Multimodus stigmaeus,107001,mudstone,CH93021,forewing,width,3
Multimodus stigmaeus,107001,mudstone,CH93021,forewing,length,7
Multiramificans ovalis,113360,"""shale""",CNU-E-DHG-2006001,forewing,width,7.1
Multiramificans ovalis,113360,"""shale""",CNU-E-DHG-2006001,forewing,length,18
Multiramificans ovalis,113360,"""shale""",CNU-E-DHG-2006001,hindwing,width,6
Multiramificans ovalis,113360,"""shale""",CNU-E-DHG-2006001,hindwing,length,9.5
Multiramificans ovalis,113360,"""shale""",CNU-E-DHG-2006001,body,length,18.5
Mundopoides cisthenaria,113705,"""shale""/diatomite",USNM 69613,tegmen,length,11
Mundus nodosus,116933,"""siliciclastic""",PIN 117/2021A,forewing,width,2.8
Mundus nodosus,116933,"""siliciclastic""",PIN 117/2021A,forewing,length,6.1
Musidoromima crassinervis,105086,"""siliciclastic""",PIN 358/94,wing,length,3.2
Mutilla tenera,121476,marl,M. tenera d4 type,wing,width,2
Mutilla tenera,121476,marl,M. tenera d4 type,wing,length,7
Mutilla tenera,121476,marl,M. tenera d4 type,body,width,1.3
Mutilla tenera,121476,marl,M. tenera d4 type,body,length,6.5
Mutovia intercalaria,104754,siltstone,PIN 3840/57,tegmen,width,6.5
Mutovia intercalaria,104754,siltstone,PIN 3840/57,tegmen,length,19
Myangadina longa,104054,mudstone,PIN 3152/4331,wing,length,5
Myangadina nana,122332,"""shale""/sandstone",PIN 3149/523,wing,length,3.5
Myangadina nana,122332,"""shale""/sandstone",PIN 3149/523,body,length,4
Myanmyia asteiformia,111688,amber,AMNH Bu-1616,body,length,1.35
Myanmyia asteiformia,111688,amber,AMNH Bu-1616,wing,length,1.05
Myanmyrma gracilis,111688,amber,BU-014,Head,length,1.76
Myanmyrma gracilis,111688,amber,BU-014,Mandible,length,1.61
Myanmyrma gracilis,111688,amber,BU-014,antenna,length,7.2
Myanmyrma gracilis,111688,amber,BU-014,Antenna Scape,length,0.63
Myanmyrma gracilis,111688,amber,BU-014,Mesosoma,length,3.52
Myanmyrma gracilis,111688,amber,BU-014,Petiole,length,1.26
Myanmyrma gracilis,111688,amber,BU-014,Gaster,length,2.95
Myas rigefactus,106384,"""shale""",Scudder 9173,elytron,length,7.5
Myas rigefactus,106384,"""shale""",Scudder 9173,body,width,5.2
Myas rigefactus,106384,"""shale""",Scudder 9173,body,length,13
Myas umbrarum,106384,"""shale""",NA,elytron,length,6.75
Myas umbrarum,106384,"""shale""",NA,body,width,4.8
Myas umbrarum,106384,"""shale""",NA,body,length,11.65
Mycetaulus incretus,106379,"""shale""",AMNH 26617,wing,width,1.45
Mycetaulus incretus,106379,"""shale""",AMNH 26617,wing,length,3.45
Mycetaulus incretus,106379,"""shale""",AMNH 26617,body,length,5.1
Mycetobia terricola,121306,"diatomite/""shale""",Richardson coll 125,wing,width,1.45
Mycetobia terricola,121306,"diatomite/""shale""",Richardson coll 125,wing,length,3.6
Mycetophagus exterminatus,113749,not reported,NA,body,length,5.4
Mycetophagus willistoni,113749,not reported,NA,body,width,2
Mycetophagus willistoni,113749,not reported,NA,body,length,3.4
Mycetophila bradenae,127617,"""shale""",NA,body,length,6
Mycetophila occultata,121146,"""shale""",NA,wing,length,3.5
Mycetophila occultata,121146,"""shale""",NA,body,length,3.5
Mycetophila occultata,121146,"""shale""",NA,antennae,length,1.1
Mycetophila vectensis,123959,lime mudstone,USNM 61434,wing,length,3
Mycetoporus demersus,106384,"""shale""",Scudder 14737,body,width,1
Mycetoporus demersus,106384,"""shale""",Scudder 14737,body,length,3.75
Mycomya (Mycomya) palaeocenica,107340,amber/coal,PIN 3387/44,body,length,5
Mycomya aristei,140184,amber,NA,body,length,3
Mycomya cockerelli,124002,"""shale""",NA,wing,length,3.5
Mycomya cockerelli,124002,"""shale""",NA,body,length,5
Mycomya lithomendax,113749,not reported,NA,wing,length,4
Mycomya lithomendax,113749,not reported,NA,body,length,5.5
Mycomya oblita,123959,lime mudstone,BMNH I.8973,wing,length,3
Mycomyia fossilis,122010,"""shale""",NA,wing,width,1.5
Mycomyia fossilis,122010,"""shale""",NA,wing,length,3.9
Mycomyia fossilis,122010,"""shale""",NA,body,length,4
Mycomyia fulvescens,122010,"""shale""",NA,wing,width,1.5
Mycomyia fulvescens,122010,"""shale""",NA,wing,length,3.8
Mycomyia fulvescens,122010,"""shale""",NA,body,length,4.8
Mycomyia kuhni,122010,"""shale""",NA,wing,width,2
Mycomyia kuhni,122010,"""shale""",NA,wing,length,5
Mycomyia kuhni,122010,"""shale""",NA,body,length,5.9
Mycomyia reisingeri,122010,"""shale""",NA,wing,width,1.7
Mycomyia reisingeri,122010,"""shale""",NA,wing,length,4.8
Mycomyia reisingeri,122010,"""shale""",NA,body,length,5.8
Mycomyia umbonata,122010,"""shale""",NA,wing,width,1.3
Mycomyia umbonata,122010,"""shale""",NA,wing,length,3
Mycomyia umbonata,122010,"""shale""",NA,body,length,4.3
Mycomyia unicolor,122010,"""shale""",NA,wing,width,1.7
Mycomyia unicolor,122010,"""shale""",NA,wing,length,4.1
Mycomyia unicolor,122010,"""shale""",NA,body,length,4.9
Mycomyia unicolor,122010,"""shale""",NA,wing,width,1.7
Mycomyia unicolor,122010,"""shale""",NA,wing,length,4.1
Mycomyia unicolor,122010,"""shale""",NA,body,length,4.9
Mycomyites tadushensis,123616,mudstone,PIN 3364/3603,wing,length,3
Mycotretus binotatus,121322,"diatomite/""shale""",Scudder coll 3990,elytron,width,1.05
Mycotretus binotatus,121322,"diatomite/""shale""",Scudder coll 3990,elytron,length,2.5
Mycotretus binotatus,121322,"diatomite/""shale""",Scudder coll 3990,body,width,2.1
Mycotretus binotatus,121322,"diatomite/""shale""",Scudder coll 3990,body,length,3.5
Mycteroptila armipotens,114207,"""siliciclastic""",PU 1/506,body,length,27
Mycteroptila armipotens,114207,"""siliciclastic""",PU 1/506,ovipositor,length,6
Mycteroptila armipotens,114207,"""siliciclastic""",PU 1/506,fore tibia,length,4
Mycteroptila armipotens,114207,"""siliciclastic""",PU 1/506,forewing,width,4.8
Mycteroptila armipotens,114207,"""siliciclastic""",PU 1/506,forewing,length,23.3
Mycteroptila dina,108206,"""siliciclastic""",PIN 1700/864,head,length,12
Mycteroptila dina,108206,"""siliciclastic""",PIN 1700/864,forewing,length,32.5
Mycteroptila dina,108206,"""siliciclastic""",PIN 1700/864,fore tibia,length,6
Mycteroptila dina,108206,"""siliciclastic""",PIN 1700/864,middle tibia,length,6.5
Mydas miocenicus,106381,"""shale""",NA,wing,width,4
Mydas miocenicus,106381,"""shale""",NA,wing,length,12
Myiolepta elisabethae,122010,"""shale""",NA,wing,width,2.2
Myiolepta elisabethae,122010,"""shale""",NA,wing,length,5.3
Myiolepta elisabethae,122010,"""shale""",NA,body,length,7.9
Myiolepta luehei,123927,amber,NA,wing,length,11
Myiolepta luehei,123927,amber,NA,body,length,9
Myiomma voigti,123770,amber,Herrling BB Het.4,body,width,1.14
Myiomma voigti,123770,amber,Herrling BB Het.4,body,length,2.3
Mylacridium berlichi,122578,"""shale""",NA,tegmen,length,8
Mylacridium brongniarti,122578,"""shale""",NA,tegmen,length,7
Mylacridium depressum,122578,"""shale""",NA,tegmen,length,8
Mylacridium germari,122578,"""shale""",NA,tegmen,length,9
Mylacridium goldenbergi,122578,"""shale""",NA,tegmen,length,8
Mylacridium gracile,122578,"""shale""",NA,tegmen,length,9
Mylacridium handlirschi,122578,"""shale""",NA,tegmen,length,8
Mylacridium incertum,122578,"""shale""",NA,tegmen,length,7
Mylacridium jucundum,122578,"""shale""",NA,tegmen,length,8
Mylacridium longulum,122578,"""shale""",NA,tegmen,length,7
Mylacridium planum,122578,"""shale""",NA,tegmen,length,7.5
Mylacridium pulcrum,122578,"""shale""",NA,tegmen,length,8
Mylacridium schroeteri,122579,"""shale""",NA,tegmen,length,9
Mylacridium superbum,122578,"""shale""",NA,tegmen,length,8
Mylacris ampla,21981,mudstone,Coll Lacoe 2021,tegmen,width,18
Mylacris ampla,21981,mudstone,Coll Lacoe 2021,tegmen,length,33
Mylacris angusta,122525,"""siliciclastic""",NA,forewing,width,9.5
Mylacris angusta,122525,"""siliciclastic""",NA,forewing,length,29.5
Mylacris anthracophila,21981,mudstone,Coll Lacoe 2014,tegmen,width,15
Mylacris anthracophila,21981,mudstone,Coll Lacoe 2014,tegmen,length,36
Mylacris anthracophila,122575,"""shale""",NA,tegmen,width,13.5
Mylacris anthracophila,122575,"""shale""",NA,tegmen,length,28.5
Mylacris anthracophila,117474,"""shale""",Lacoe 2022a,tegmen,length,27
Mylacris anthracophila,117474,"""shale""",Lacoe 2022a,tegmen,width,13.5
Mylacris antiqua,21981,mudstone,Lacoe 2036,tegmen,length,37
Mylacris antiqua,21981,mudstone,Lacoe 2036,tegmen,width,17.5
Mylacris burri,127544,"""shale""",NA,tegmen,width,8
Mylacris burri,127544,"""shale""",NA,tegmen,length,14
Mylacris dubia,125764,"""siliciclastic""",USNM 38746,tegmen,length,25
Mylacris lapsa,124514,"""shale""",NA,tegmen,width,10.4
Mylacris lapsa,124514,"""shale""",NA,tegmen,length,25
Mylacris lucifuga,125766,"""siliciclastic""",Lacoe 2017,tegmen,length,33
Mylacris lucifuga,125766,"""siliciclastic""",Lacoe 2017,tegmen,width,15
Mylacris morienensis,155670,"""shale""",GSC 10394,tegmen,width,14
Mylacris morienensis,155670,"""shale""",GSC 10394,tegmen,length,27
Mylacris ovalis,117474,"""shale""",Lacoe 2033,tegmen,width,12
Mylacris ovalis,117474,"""shale""",Lacoe 2033,tegmen,length,28
Mylacris packardii,112702,not reported,NA,wing,width,18.5
Mylacris packardii,112702,not reported,NA,wing,length,42
Mylacris pennsylvanica,117474,"""shale""",coll. Mansfield 284,forewing,width,13.5
Mylacris pennsylvanica,117474,"""shale""",coll. Mansfield 284,forewing,length,27
Mylacris pennsylvanica,117474,"""shale""",Lacoe 2031,tegmen,width,14.5
Mylacris pennsylvanica,117474,"""shale""",Lacoe 2031,tegmen,length,26.5
Mylacris sellardsi,112630,mudstone,NA,tegmen,length,40
Mylacris similis,146857,mudstone,NA,tegmen,length,35
Mylacris truncatula,122525,"""siliciclastic""",USNM 38773,tegmen,length,23
Mylacris virginiana,125763,sandstone,USNM 25634,tegmen,length,26
Mymaropsis turolensis,91626,amber,CPT 4077,body,length,0.63
Mymaropsis turolensis,91626,amber,CPT 4077,forewing,length,0.85
Myndus wilmattae,129546,lime mudstone,NA,tegmen,width,2
Myndus wilmattae,129546,lime mudstone,NA,tegmen,length,5
Myopophlebia libera,105427,"""limestone""",MNHN IPM-R.10391,hindwing,width,10.26
Myopophlebia libera,105427,"""limestone""",MNHN IPM-R.10391,hindwing,length,33
